Model,ExactMatch,TokenF1,ROUGE-L,SupportRatio(avg),HallucinationRate(<0.6 support),BERTScore_P,BERTScore_R,BERTScore_F1
Full Model (RAG + Finetuaned BioGPT),0.0,0.2843297148362821,0.18442553794690647,0.7420505397944012,0.12775061124694376,0.5428170110201486,0.6204584141268706,0.5731340515128995
